,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix
0,2024-01-02,ADANIENT.NS,2931.2177734375,2947.0114528429467,2839.8547168413243,2920.822063572809,2671368.0,1.0,0.34088760767235726,2945.1081950294742,2902.1335041892758,100.0,66.66666666666667,100.0,2923.620849609375,2923.620849609375,13.199999809265137
0,2024-01-02,ADANIPORTS.NS,1073.79296875,1078.2737442043594,1026.6949914657648,1043.373433434769,6344621.0,1.0,0.6824900309243276,1101.6029390994493,1015.5634427364882,100.0,66.66666666666667,100.0,1058.5831909179688,1058.5831909179688,13.199999809265137
0,2024-01-02,APOLLOHOSP.NS,5724.26416015625,5760.424447549473,5658.169077263294,5716.04586880283,166449.0,1.0,-0.08267759665432095,5731.318149294546,5720.895229611704,0.0,-66.66666666666667,100.0,5726.106689453125,5726.106689453125,13.199999809265137
0,2024-01-02,ASIANPAINT.NS,3353.10400390625,3360.5686653529883,3307.276621431045,3357.7014667802177,552394.0,1.0,-0.10537093724951774,3362.0941714598075,3348.8103695558175,0.0,-66.66666666666518,100.0,3355.4522705078125,3355.4522705078125,13.199999809265137
0,2024-01-02,AXISBANK.NS,1092.406982421875,1098.5022542468748,1081.4654748825794,1094.2555314704807,7895577.0,1.0,-0.09975922413377702,1100.9183629161914,1088.342013060371,0.0,-66.66666666666437,100.0,1094.6301879882812,1094.6301879882812,13.199999809265137
0,2024-01-02,BAJAJ-AUTO.NS,6611.31787109375,6682.489440872173,6508.057486249997,6656.897627637523,361379.0,1.0,-0.8022914788652997,6679.768764765817,6578.626254765433,0.0,-66.66666666666582,100.0,6629.197509765625,6629.197509765625,13.199999809265137
0,2024-01-02,BAJAJFINSV.NS,1685.1368408203125,1688.784563977792,1662.4011841729389,1674.8434079298193,1099965.0,1.0,0.21973321376685817,1694.0904868558052,1666.3893715426323,100.0,66.66666666666667,100.0,1680.2399291992188,1680.2399291992188,13.199999809265137
0,2024-01-02,BAJFINANCE.NS,7382.89208984375,7397.846860246327,7233.844123465665,7277.5153716873165,1112990.0,1.0,2.920446151341821,7501.893858654898,7133.721864001352,100.0,66.66666666666667,100.0,7317.807861328125,7317.807861328125,13.199999809265137
0,2024-01-02,BEL.NS,179.3330841064453,183.3204547473963,176.97020559030446,183.1235507081871,22790965.0,1.0,-0.06184900723971509,184.60999397001663,176.81287285127243,0.0,-66.66666666666737,100.0,180.71143341064453,180.71143341064453,13.199999809265137
0,2024-01-02,BHARTIARTL.NS,1016.037841796875,1019.7669989341833,1010.36941854949,1011.7616841530248,6865791.0,1.0,0.1929960984450645,1023.9020090844834,999.5715626928603,100.0,66.66666666666463,100.0,1011.7367858886719,1011.7367858886719,13.199999809265137
0,2024-01-02,CIPLA.NS,1270.775146484375,1274.1960914640988,1241.5726809446655,1244.547457811897,2589484.0,1.0,0.6796554174177345,1298.4696125568398,1212.7874675212852,100.0,66.66666666666596,100.0,1255.6285400390625,1255.6285400390625,13.199999809265137
0,2024-01-02,COALINDIA.NS,365.28680419921875,368.26381235068993,357.4721932901743,360.4026688322092,28363847.0,1.0,0.22646576318987854,374.51478684234127,345.9649189682056,100.0,66.66666666666667,100.0,360.23985290527344,360.23985290527344,13.199999809265137
0,2024-01-02,DRREDDY.NS,1185.3599853515625,1189.800048828125,1161.1300048828125,1161.4100341796875,2869280.0,1.0,0.47182758037843087,1204.585923351869,1145.104018054381,100.0,66.66666666666667,100.0,1174.844970703125,1174.844970703125,13.199999809265137
0,2024-01-02,EICHERMOT.NS,3849.84375,3966.7978986030826,3839.805076114015,3966.155118262377,1221148.0,1.0,-3.23642202523979,4125.972795070683,3717.966658054317,0.0,-66.66666666666667,100.0,3921.9697265625,3921.9697265625,13.199999809265137
0,2024-01-02,GRASIM.NS,2085.114501953125,2113.8395662563807,2071.769057422496,2113.3434259534542,799936.0,1.0,-0.5754621456831046,2134.21249088119,2061.665682946935,0.0,-66.66666666666667,100.0,2097.9390869140625,2097.9390869140625,13.199999809265137
0,2024-01-02,HCLTECH.NS,1393.1658935546875,1411.415318589455,1385.3920430657056,1406.912213710746,1440888.0,1.0,-0.3020301231972553,1418.9348720286262,1380.8588291432488,0.0,-66.66666666666343,100.0,1399.8968505859375,1399.8968505859375,13.199999809265137
0,2024-01-02,HDFCBANK.NS,1676.2105712890625,1679.8607990403516,1665.9506506752066,1675.9146849908566,14621046.0,1.0,0.02213463416455852,1677.1125090345581,1674.3220612779419,100.0,-66.66666666666667,100.0,1675.71728515625,1675.71728515625,13.199999809265137
0,2024-01-02,HDFCLIFE.NS,643.312255859375,652.0824185218532,640.4220602778757,647.2986989630737,3005450.0,1.0,-0.0715513962965133,649.4169661161839,640.3966935517849,0.0,-66.66666666665907,100.0,644.9068298339844,644.9068298339844,13.199999809265137
0,2024-01-02,HEROMOTOCO.NS,3937.844970703125,3967.4642886629385,3877.161971799614,3962.7441236006584,507848.0,1.0,-0.6558775290463927,3993.803938466444,3911.119401377306,0.0,-66.6666666666673,100.0,3952.461669921875,3952.461669921875,13.199999809265137
0,2024-01-02,HINDALCO.NS,613.483154296875,616.4660545608792,603.9378977269658,606.9207979909701,4975013.0,1.0,0.14723146878759508,619.4825134024455,600.9214782967732,100.0,66.66666666666666,100.0,610.2019958496094,610.2019958496094,13.199999809265137
0,2024-01-02,HINDUNILVR.NS,2569.073974609375,2608.53685136641,2562.390284907004,2602.688712862964,1310629.0,1.0,-0.9030284392533758,2646.1196684830056,2532.2775483138694,0.0,-66.66666666666667,100.0,2589.1986083984375,2589.1986083984375,13.199999809265137
0,2024-01-02,ICICIBANK.NS,973.8661499023438,989.1347296778847,971.8832206075566,988.490253451399,16263825.0,1.0,-0.3814924191206046,1006.4147905221189,958.3211713919436,0.0,-66.66666666666733,100.0,982.3679809570312,982.3679809570312,13.199999809265137
0,2024-01-02,INDUSINDBK.NS,1558.300048828125,1580.7013782882034,1552.761560401989,1576.5969207182122,1227193.0,1.0,-0.5159078744741237,1602.3169130108529,1537.2779356219596,0.0,-66.66666666666667,100.0,1569.7974243164062,1569.7974243164062,13.199999809265137
0,2024-01-02,INFY.NS,1495.869384765625,1510.2489944333963,1484.7556287468262,1507.1780709406391,5396313.0,1.0,-0.3707373203376392,1527.5004086056833,1480.7626529177542,0.0,-66.6666666666654,100.0,1504.1315307617188,1504.1315307617188,13.199999809265137
0,2024-01-02,ITC.NS,448.3860778808594,449.33938089364216,441.9512825445759,448.0524160078856,10519771.0,1.0,0.049193553435543436,450.39060717863106,444.1889216299627,100.0,66.66666666666667,100.0,447.2897644042969,447.2897644042969,13.199999809265137
0,2024-01-02,JSWSTEEL.NS,863.4363403320312,876.9802087073688,852.4225792848888,876.9802087073688,1615515.0,1.0,-0.16473349546777172,877.4912758255834,856.7238120650416,0.0,-66.66666666666667,100.0,867.1075439453125,867.1075439453125,13.199999809265137
0,2024-01-02,KOTAKBANK.NS,1863.0081787109375,1905.9111079694394,1858.0635248442984,1905.9111079694394,5120796.0,1.0,-0.9883379813950341,1947.3324172933521,1822.7355758707104,0.0,-66.66666666666667,100.0,1885.0339965820312,1885.0339965820312,13.199999809265137
0,2024-01-02,LT.NS,3411.284423828125,3497.9529867721326,3405.2319042598956,3497.556203491385,1511464.0,1.0,-1.9444846128808422,3577.1863597072934,3332.0509449802066,0.0,-66.66666666666667,100.0,3454.61865234375,3454.61865234375,13.199999809265137
0,2024-01-02,M&M.NS,1644.1612548828125,1692.6065826723832,1637.4603197314702,1691.216734848838,2857334.0,1.0,-1.0490534855769056,1733.6656937172106,1601.4146285484144,0.0,-66.66666666666667,100.0,1667.5401611328125,1667.5401611328125,13.199999809265137
0,2024-01-02,MARUTI.NS,10102.330078125,10198.373114499256,10056.06685459434,10187.079396854353,776837.0,1.0,-1.9014203976366844,10264.557808186937,10024.851371500563,0.0,-66.66666666666667,100.0,10144.70458984375,10144.70458984375,13.199999809265137
0,2024-01-02,NESTLEIND.NS,2685.72998046875,2732.0836589940163,2666.087635989303,2713.04298189461,1415770.0,1.0,-0.3303598257216436,2713.916027435021,2672.268542877479,0.0,66.66666666666667,100.0,2693.09228515625,2693.09228515625,13.199999809265137
0,2024-01-02,NTPC.NS,296.5148620605469,301.16606375441756,292.68728910399346,301.16606375441756,13506040.0,1.0,-0.08152663402069038,303.47065194962545,293.1928307163902,0.0,-66.66666666666765,100.0,298.3317413330078,298.3317413330078,13.199999809265137
0,2024-01-02,ONGC.NS,193.7853546142578,197.24831143685466,190.60316688117345,192.19426788833337,21141219.0,1.0,0.0356973012288222,195.23994126570634,190.73968825089523,100.0,66.66666666666667,100.0,192.98981475830078,192.98981475830078,13.199999809265137
0,2024-01-02,POWERGRID.NS,226.08251953125,228.22120212907143,224.46661440980031,228.12614376762042,9128513.0,1.0,-0.00853020105606106,226.8103097432503,225.73493256632003,0.0,-66.66666666666667,100.0,226.27262115478516,226.27262115478516,13.199999809265137
0,2024-01-02,RELIANCE.NS,1305.8499755859375,1307.5,1286.5,1292.5,7448800.0,1.0,0.24062445224853946,1315.654893722722,1285.3200818632156,100.0,66.66666666666667,100.0,1300.4874877929688,1300.4874877929688,13.199999809265137
0,2024-01-02,SBILIFE.NS,1432.3460693359375,1444.3515400236824,1416.5047052451812,1431.6984430717955,691712.0,1.0,0.12405747633715691,1437.401139127785,1421.7615805987775,100.0,66.66666666666667,100.0,1429.5813598632812,1429.5813598632812,13.199999809265137
0,2024-01-02,SBIN.NS,628.9035034179688,637.312475463524,623.3958287240249,630.7721305233712,15164482.0,1.0,-0.04192489232787011,632.4805030777353,627.1951561019522,0.0,-66.66666666666667,100.0,629.8378295898438,629.8378295898438,13.199999809265137
0,2024-01-02,SHRIRAMFIN.NS,401.98040771484375,407.86145632397046,399.19829905468214,405.93079776093685,5389635.0,1.0,-0.08352181850335683,409.1064252138087,398.57707698345695,0.0,-66.66666666666536,100.0,403.8417510986328,403.8417510986328,13.199999809265137
0,2024-01-02,SUNPHARMA.NS,1277.08203125,1279.8407815815274,1238.6080599009467,1242.4012514043925,3174447.0,1.0,0.7946695181042287,1309.4630694113148,1209.2814374246227,100.0,66.66666666666667,100.0,1259.3722534179688,1259.3722534179688,13.199999809265137
0,2024-01-02,TATACONSUM.NS,1090.2335205078125,1095.4972790072432,1072.108481337448,1078.9115539846348,2635193.0,1.0,0.393282768053723,1106.2589298514665,1056.678936359471,100.0,66.66666666666818,100.0,1081.4689331054688,1081.4689331054688,13.199999809265137
0,2024-01-02,TATAMOTORS.NS,781.9868774414062,801.526555194252,776.6034657914456,798.037322677859,13791090.0,1.0,-0.1386728531275594,793.8183389172874,776.3362631334938,0.0,-66.6666666666744,100.0,785.0773010253906,785.0773010253906,13.199999809265137
0,2024-01-02,TATASTEEL.NS,136.84292602539062,137.82317616896094,134.34328516780025,137.72514517163185,27764060.0,1.0,-0.005498397044647163,137.31204504433097,136.6188784175831,0.0,-66.66666666666667,100.0,136.96546173095703,136.96546173095703,13.199999809265137
0,2024-01-02,TCS.NS,3720.591796875,3748.0302239952007,3704.905801353602,3748.0302239952007,1344068.0,1.0,-0.6156068459531525,3773.1149008417938,3695.5071694707062,0.0,-66.66666666666667,100.0,3734.31103515625,3734.31103515625,13.199999809265137
0,2024-01-02,TECHM.NS,1243.6807861328125,1264.1152568375128,1238.5721684566374,1263.0449035571926,1615064.0,1.0,-0.41589668469555363,1279.164772305631,1226.733909334994,0.0,-66.66666666666957,100.0,1252.9493408203125,1252.9493408203125,13.199999809265137
0,2024-01-02,TITAN.NS,3686.188232421875,3695.7570195537805,3630.620059919335,3676.9684011097943,453685.0,1.0,0.4718549679487296,3705.415286405534,3645.929928438216,100.0,66.66666666666667,100.0,3675.672607421875,3675.672607421875,13.199999809265137
0,2024-01-02,TRENT.NS,2993.146240234375,3015.830626789943,2938.7336236184865,3013.3823554696974,408928.0,1.0,-0.15470690605025084,3006.345714808512,2986.842273472738,0.0,-66.66666666666666,100.0,2996.593994140625,2996.593994140625,13.199999809265137
0,2024-01-02,ULTRACEMCO.NS,10144.5400390625,10428.058882842457,10044.532527576283,10428.058882842457,337528.0,1.0,-5.783334585335979,10637.96971044617,9908.88185205383,0.0,-66.66666666666728,100.0,10273.42578125,10273.42578125,13.199999809265137
0,2024-01-02,WIPRO.NS,229.53961181640625,233.8446964912461,227.14244712622605,233.8446964912461,14282514.0,1.0,-0.08725851010055408,236.9844409766459,225.9840191063619,0.0,-66.66666666666667,100.0,231.4842300415039,231.4842300415039,13.199999809265137
1,2024-01-03,ADANIENT.NS,3001.78955078125,3197.710547102637,2954.4087543898013,3045.771815261561,19725411.0,2.0,2.6227850665213737,3041.2083938075743,2858.1457728590926,100.0,100.00000000000047,100.0,2949.6770833333335,2949.6770833333335,14.039999961853027
1,2024-01-03,ADANIPORTS.NS,1089.5751953125,1139.1126556431345,1058.2097681684802,1100.2792696553004,33060778.0,2.0,1.3590336660311095,1115.8821655477964,1021.9455525511622,100.0,100.00000000000037,100.0,1068.9138590494792,1068.9138590494792,14.039999961853027
