,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix
0,2025-01-02,ADANIENT.NS,2597.699951171875,2602.0,2537.0,2565.699951171875,1167236.0,3.0,-17.648288800511637,2624.602133583634,2325.1728664163657,48.50586837525445,112.92637350377333,12.786713485545759,2436.048331705729,2691.0741617838544,17.93000030517578
0,2025-01-02,ADANIPORTS.NS,1226.0,1228.4000244140625,1208.0999755859375,1223.800048828125,3772207.0,3.0,-11.938358108319107,1283.6578739693955,1176.837121147792,45.72514390039139,10.700234079519802,17.798362459207915,1216.1200032552083,1289.5483337402343,17.93000030517578
0,2025-01-02,APOLLOHOSP.NS,7411.16748046875,7434.434863841397,7322.6925225878895,7394.5410946345155,265991.0,3.0,71.61275529439718,7371.571959480432,7154.542395988317,58.71906835164679,115.7110265487292,28.96799055285666,7168.965299479167,7076.963728841146,17.93000030517578
0,2025-01-02,ASIANPAINT.NS,2343.25,2347.949951171875,2294.0,2314.0,1342922.0,3.0,-71.06451286309084,2467.6343074690144,2219.320672999736,34.1899104648802,-57.194089785157985,37.36086803924928,2385.7349853515625,2633.691296386719,17.93000030517578
0,2025-01-02,AXISBANK.NS,1086.5999755859375,1088.699951171875,1067.5,1072.0,6557076.0,3.0,-21.80110886688294,1195.6982059441045,1034.7317989387082,41.74975922801728,-97.79348328243374,27.466950638546354,1125.4016723632812,1144.1808329264322,17.93000030517578
0,2025-01-02,BAJAJ-AUTO.NS,9079.5,9107.2998046875,8677.5498046875,8740.5,734590.0,3.0,-157.35856215297463,9162.641249487231,8688.253770044019,43.8237815774626,-32.96161632445731,4.321321567734122,9019.426692708334,9691.376676432292,17.93000030517578
0,2025-01-02,BAJAJFINSV.NS,1700.6500244140625,1717.9000244140625,1576.4000244140625,1581.300048828125,8022190.0,3.0,-15.067762203201028,1719.4854830308325,1522.554543824636,53.31118643019885,107.82137745095997,25.06420625410698,1612.5566772460938,1684.5024983723958,17.93000030517578
0,2025-01-02,BAJFINANCE.NS,7379.1611328125,7419.905506360171,6961.529109668473,6970.516882152624,3171651.0,3.0,47.80645692931466,7298.490710137265,6639.10250275336,59.109814747761696,168.92709245366112,30.845379243899668,6853.179768880208,6879.794368489584,17.93000030517578
0,2025-01-02,BEL.NS,295.16522216796875,296.1597141973076,289.7452588177651,292.82819017861306,13361957.0,3.0,-1.9307053847912812,322.9766647006125,279.9987472866922,50.33235715428083,-44.35019194434469,21.205154404158044,300.42442932128904,291.5858810424805,17.93000030517578
0,2025-01-02,BHARTIARTL.NS,1609.699951171875,1619.5999755859375,1588.4000244140625,1599.9000244140625,3728040.0,3.0,-1.6742623973400441,1656.084344529499,1552.0206725603448,51.05534725324139,26.043165939833443,9.791334306495694,1598.1650105794272,1616.2250040690103,17.93000030517578
0,2025-01-02,CIPLA.NS,1537.9000244140625,1543.449951171875,1527.25,1534.9000244140625,1448048.0,3.0,6.0002472928235875,1543.3655170959685,1422.9644999938753,52.47951112160741,147.29932982963163,25.34302129500194,1489.0516723632813,1517.1675028483073,17.93000030517578
0,2025-01-02,COALINDIA.NS,387.235107421875,388.22056382954105,378.4645213346528,382.7512627227487,7538972.0,3.0,-9.711355722594135,420.7856363410074,363.5391103630942,40.17145959628432,-71.13273979525876,27.90766576475687,398.03240966796875,418.33849639892577,17.93000030517578
0,2025-01-02,DRREDDY.NS,1375.050048828125,1387.949951171875,1370.050048828125,1371.449951171875,1726305.0,3.0,35.27571496989708,1424.6642897447796,1188.1257126966266,59.90537485432315,121.20899781144873,40.451884620578994,1273.7200032552084,1283.7454956054687,17.93000030517578
0,2025-01-02,EICHERMOT.NS,5308.10009765625,5330.0,4867.25,4885.0,2863478.0,3.0,40.6420489728971,5076.416808132175,4597.133094211575,63.58900631391643,355.7980440458054,35.947629929309024,4852.168326822916,4816.0641682942705,17.93000030517578
0,2025-01-02,GRASIM.NS,2543.949951171875,2559.5,2445.0,2445.0,970593.0,3.0,-44.13705334894621,2772.674596967647,2381.160363969853,46.633268775038985,-71.44805661965111,18.82504953284624,2594.7433186848957,2620.2449869791667,17.93000030517578
0,2025-01-02,HCLTECH.NS,1936.6519775390625,1940.6781728694912,1875.6222978626363,1877.4879553630171,3487645.0,3.0,13.15553568799578,1940.0110214461613,1846.78088529212,60.53473890965806,115.46783172929484,40.592587902021975,1876.5190755208334,1837.147314453125,17.93000030517578
0,2025-01-02,HDFCBANK.NS,1793.75,1803.449951171875,1773.0,1777.0999755859375,9279288.0,3.0,-2.011138028511823,1898.6335774583831,1745.6964030103668,52.65173100377505,-47.29964035458491,9.28309328093358,1813.128328450521,1763.6391642252604,17.93000030517578
0,2025-01-02,HDFCLIFE.NS,620.1500244140625,621.0999755859375,614.0,617.0,2449967.0,3.0,-13.572510620978505,643.1816074261587,611.5433986773569,38.45847875789698,-81.99002201393034,53.382884524479024,639.916670735677,678.142500813802,17.93000030517578
0,2025-01-02,HEROMOTOCO.NS,4205.96923828125,4216.358467470282,4044.520111774107,4082.5655252712586,1062633.0,3.0,-145.34299765275864,4637.982509895033,3968.0857029955914,36.744251526942804,-96.25127470438547,26.158910933132923,4421.615478515625,4672.598136393229,17.93000030517578
0,2025-01-02,HINDALCO.NS,599.0,600.5499877929688,588.5999755859375,594.9000244140625,8525001.0,3.0,-17.576027298249073,692.6844008027396,583.6456101835885,38.18589131143272,-164.57452707060193,51.19612462098038,645.0049987792969,669.9533304850261,17.93000030517578
0,2025-01-02,HINDUNILVR.NS,2370.0,2379.64990234375,2315.5,2330.0,1650744.0,3.0,-36.520092563670005,2465.443600707796,2275.1714383547037,41.51248303104553,-58.99182942325876,12.93850308322892,2401.886669921875,2492.520471191406,17.93000030517578
0,2025-01-02,ICICIBANK.NS,1290.5999755859375,1293.4000244140625,1278.4000244140625,1285.0999755859375,7433222.0,3.0,-2.4813049259751097,1355.3099210026005,1268.5350985286493,50.564185759884616,-72.4734397732201,11.003807714806154,1306.3066731770834,1285.6124979654949,17.93000030517578
0,2025-01-02,INDUSINDBK.NS,991.3499755859375,998.0,968.7999877929688,975.5,3956740.0,3.0,-19.849553428880427,1015.3292824229825,925.6407249012364,39.47217809696154,22.657089677212333,0.7376997384262284,979.4,1075.4416737874349,17.93000030517578
0,2025-01-02,INFY.NS,1957.8499755859375,1962.6500244140625,1885.300048828125,1887.0,7083645.0,3.0,4.482410104527389,2009.4235398339476,1868.406477255896,55.85936942571352,34.96727521247577,6.115575526135887,1920.9533406575522,1885.8085225423176,17.93000030517578
